Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref,,lat,long,status,mw
,7050,03/03/2020,Low Carbon Storage Ireland,Dungannon Energy Storage System,Battery,Stand-alone Storage,,50.00,,,,,,,,,Under Construction,Under Construction,"77a Ballynakilly Road, Dungannon, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT71 6HG,97523,523089,Northern Ireland Planning Service,LA09/2018/0803/F,,,,,,05/06/2018,,,,,,,08/10/2018,,,,07/10/2023,01/12/2019,,,,54.512548,-6.675125,construction,50
,7051,17/09/2020,Pivot Power,Ellbridge Lane,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Sub Station, Ellbridge Lane, Hatt, Saltash, Cornwall",Cornwall,South West,England,PL12 6PU,240358,63237,Cornwall Council,PA19/03935,,,,,,03/06/2019,,,,,,,28/08/2019,,,,28/08/2022,,,,,50.447201,-4.249874,planning,49
,7053,14/11/2019,UK Battery Storage,Elland Storage Project,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land To South Of, Lowfields Way, Lowfields Business Park, Elland",West Yorkshire,Yorkshire and Humber,England,HX5 9DA,411689,421815,Calderdale Metropolitan Borough Council,18/00478/192,,,,,,17/04/2018,,,,,,,01/06/2018,,,,,,,,,53.692652,-1.82446,planning,49
,7054,27/05/2020,Derwenthaugh,Land at Derwenthaugh Eco Park,Battery,Stand-alone Storage,,29.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Derwenthaugh Eco Park, Derwenthaugh Road, Blaydon, Derwenthaugh Indl Estate, Newcastle-Upon-Tyne, Tyne & Wear",Tyne and Wear,North East,England,NE16 3BJ,420034,563262,Gateshead Metropolitan Borough Council,DC/18/00243/FUL,,,,,,14/03/2018,,,,,,,30/05/2018,,,,,,,,,54.963589,-1.688638,planning,29
,7056,22/01/2020,Immersa,Strichen South,Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Site S/E of South Redbog Farm, Strichen, Fraserburgh, Grampian",Aberdeen,Scotland,Scotland,AB43 6RP,398939,854433,Aberdeenshire Council,APP/2018/0525,,,,,,16/03/2018,,,,,,,25/05/2018,,,,,,,,,57.57995,-2.0194,planning,10
,7058,13/06/2019,Harmony Energy,Chapel Farm,Battery,Stand-alone Storage,,49.50,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Chapel Farm, Luton Road, Chalton, Luton, Bedfordshire",Bedfordshire,Eastern,England,LU4 9UJ ,503243,226320,Central Bedfordshire Council,CB/18/01795/FULL,,,,,,08/05/2018,,,,,,,18/01/2019,,,,18/01/2022,,,,,51.925834,-0.499999,planning,49
,7066,12/08/2020,EDF Energy,Cottam Power Station,Battery,Co-located with fossil fuel plant,,49.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Cottam Power Station, Cottam, Retford, Nottinghamshire",Nottinghamshire,East Midlands,England,DN22 0EU,481450,378800,Bassetlaw District Council,18/00249/FUL,,,,,,22/02/2018,,,,,,,17/04/2018,,,,,,,,,53.299901,-0.779313,planning,49
,7068,23/09/2020,Private Developer,Hadham Road,Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land At Wickham Hall Farm, Hadham Road, Bishops Stortford, Hertfordshire",Hertfordshire,Eastern,England,CM23 1JG,547338,222879,East Hertfordshire District Council,3/17/2959/FUL,,,,,,22/12/2017,,,,,,,29/03/2018,,,,,,,,,51.885006,0.139371,planning,10
,7072,24/07/2020,Capbal,Kilshaw Street,Battery,Stand-alone Storage,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land Adjacent To, 1 - 4 Kilshaw Street, Pemberton, Kilshaw Court, Wigan, Greater Manchester",Greater Manchester,North West,England,WN5 8,355265,404367,Wigan Council,A/17/84749/FULL,,,,,,25/10/2017,,,,,,,09/02/2018,,,,,,,,,53.53404,-2.676401,planning,20
,7078,21/08/2020,Abham Storage / Statera Energy,Riverford Farm,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Riverford Farm, Zc88 at A384 to Staverton Brid, Staverton, Totnes, Devon",Devon,South West,England,TQ9 6AF,277179,63873,South Hams District Council,3360/17/FUL,,,,,,18/10/2017,,,,,,,05/01/2018,,,,,,,,,50.461789,-3.731758,planning,49
,7087,20/04/2020,Volta Energy Storage,Callywhite Lane Commercial Estate,Battery,Stand-alone Storage,,18.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land On The West Side, Callywhite Lane, Kilner Vaccumation Co Ltd, Dronfield, South Yorkshire",Derbyshire,East Midlands,England,S18 2AA,436764,378148,North East Derbyshire District Council,17/01072/FL,,,,,,12/10/2017,,,,,,,22/12/2017,,,,,,,,,53.299016,-1.449842,planning,18
,7088,28/05/2021,Statera Energy / Dollymans Storage,Dollymans Storage,Battery,Stand-alone Storage,,99.98,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land North Of National Grid, Doublegate Lane, Rawreth, Wickford, Essex",Essex,Eastern,England,SS11 8UD,577686,191429,Rochford District Council,21/00522/FUL,,,,,,24/05/2021,,,,,,,05/11/2021,,,,,,,,,51.593684,0.563833,planning,99
,7089,21/08/2020,Statera Energy / Grendon Storage,Grendon Storage,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Field South East Of Sub Statio, Station Road, Grendon, Wellingborough, Northampton, Northamptonshire",Northamptonshire,East Midlands,England,NN7 1JW,487933,260897,Wellingborough Borough Council,WP/17/00602/FUL,,,,,,28/09/2017,,,,,,,21/12/2017,,,,,,,,,52.239249,-0.713676,planning,49
,7093,16/09/2019,Green Hedge Energy,Rusholme Grange,Battery,Stand-alone Storage,,35.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Rusholme Grange, Rusholme Lane, Drax, Selby, ",North Yorkshire,Yorkshire and Humber,England,YO8 8PW,470197,426610,Selby District Council,2017/1018/FULM,,,,,,15/09/2017,,,,,,,19/12/2017,,,,,,,,,53.73117,-0.937436,planning,35
,7095,23/12/2021,Green Investment Group,Maldon Hall,Battery,Stand-alone Storage,,40.00,No,,,,,,,,Appeal Granted,Awaiting Construction,"Land North West Of Maldon Hall, Spital Road, Maldon",Essex,Eastern,England,CM9 6D,584569,206779,Maldon District Council,17/01106/FUL,APP/X1545/W/18/3204562,,,,,29/09/2017,,15/12/2017,14/01/2019,,,13/05/2019,13/05/2019,,,,,,,,,51.729339,0.671188,planning,40
,7096,20/04/2020,Volta Energy Storage,Rubber and Allied Products,Battery,Stand-alone Storage,,40.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Rubber & Allied Products Ltd, Turner Crescent, Newcastle-Under-Lyme, Staffordshire",Staffordshire,West Midlands,England,ST5 7LU,383353,348514,Newcastle Under Lyme Borough Council,17/00847/FUL,,,,,,20/10/2017,,,,,,,15/12/2017,,,,,,,,,53.033644,-2.24969,planning,40
,7097,25/02/2020,Winchester Power,Stockbridge Road,Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Stockbridge Road Energy Storag, Land adjacent to B3049, Salters Lane, Winchester, Hampshire",Hampshire,South East,England,SO22 5FP,445912,131325,Winchester City Council,17/02575/FUL,,,,,,06/10/2017,,,,,,,14/12/2017,,,,,,,,,51.079417,-1.345973,planning,10
,7109,21/01/2020,Morris & co Handling,South Kirkby Business Park,Battery,Co-located with fossil fuel plant,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Plot 4 South Kirkby Business P, Brigantian Way, South Kirkby, Pontefract, West Yorkshire",West Yorkshire,Yorkshire and Humber,England,WF9 3TH,444487,411842,Wakefield Council,17/02798/FUL,,,,,,24/10/2017,,,,,,,14/03/2019,,,,14/03/2022,,,,,53.601263,-1.329219,planning,10
,7119,21/08/2020,Statera Energy,Penwortham Sub Station,Battery,Stand-alone Storage,,50.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Howick Hall Farm, Howick Cross Lane, Penwortham, Preston",Lancashire,North West,England,PR1 0NS,350101,428155,South Ribble Borough Council,07/2017/2821/FUL,,,,,,18/09/2017,,,,,,,16/11/2017,,,,16/11/2020,,,,,53.747366,-2.75813,planning,50
,7122,28/01/2019,Statera Energy,Creyke Beck,Battery,Stand-alone Storage,,49.90,,,,,,,,,Operational,Operational,"Land to the south of, Park Lane, Cottingham, Humberside",Humberside,Yorkshire and Humber,England,HU16 5SB,504098,434708,East Riding of Yorkshire Council,17/01372/STPLF,,,,,,20/04/2017,,,,,,,15/06/2017,,,,,01/03/2018,01/11/2018,,,53.798272,-0.421018,operation,49
,7128,28/04/2020,UK Power Reserve,Beaufort Road,Battery,Stand-alone Storage,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land north of, Beaufort Road, Birkenhead, Merseyside",Merseyside,North West,England,CH41 1HQ,330370,390106,Wirral Council,APP/16/01212,,,,,,05/09/2016,,,,,,,04/11/2016,,,,,,,,,53.403162,-3.048777,planning,20
,7129,23/10/2018,Low Carbon,Huggin's Hall,Battery,Stand-alone Storage,,40.00,,,,,,,,,Operational,Operational,"Land at Huggin's Hall, Glassenbury Road, Cranbrook, Kent",Kent,South East,England,N17 2QE,575739,135688,Tunbridge Wells Borough Council,16/06052/FULL,,,,,,01/08/2016,,,,,,,21/10/2016,,,,,13/08/2017,13/02/2018,,,51.093574,0.508258,operation,40
,7131,29/04/2020,South Redhouse,Land North of Thornton Road,Battery,Co-located with RE,5797,19.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land North of, Thornton Road, Redhouse Grid Substation, Kirkcaldy, Fife",Fife,Scotland,Scotland,KY1,329101,695410,Fife Council,15/04010/FULL,,,,,,03/11/2015,,,,,,,10/02/2016,,,,,,,,,56.146096,-3.142677,planning,19
,7133,27/09/2021,Private Developer,North West Of Jameston Farm,Battery,Stand-alone Storage,,19.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"North West Of Jameston Farm, Dalry, Strathclyde",North Ayrshire,Scotland,Scotland,KA24 4EY,232189,647344,North Ayrshire Council,21/00689/MSC,,,,,,29/10/2018,,,,,,,09/08/2021,,,,,,,,,55.690455,-4.671208,planning,19
,7134,23/09/2020,Muirhall Energy,Land SW of Shilton Cottage,Battery,Stand-alone Storage,,29.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Site 300 metres South West of, Old Greenock Road, Bishopton, Strathclyde",Renfrewshire,Scotland,Scotland,PA7 5BB,243794,671266,Renfrewshire Council,18/0286/PP,,,,,,19/04/2018,,,,,,,25/10/2018,,,,,,,,,55.909066,-4.500524,planning,29
,7140,12/02/2020,Arlington Energy (formerly Enso Energy),Calow Green Farm,Battery,Stand-alone Storage,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Calow Green Farm, Calow Green, Calow, Chesterfield, Derbyshire",Derbyshire,East Midlands,England,S44 5XQ,441877,369573,North East Derbyshire District Council,18/01011/FL,,,,,,10/09/2018,,,,,,,25/01/2019,,,,25/01/2022,,,,,53.221564,-1.374255,planning,20
,7152,21/02/2020,Kiwi Power (formerly Taunton Battery Storage),Fideoak Mills,Battery,Stand-alone Storage,,30.00,,,,,,,,,Under Construction,Under Construction,"Fideoak Mills, Upcott Road, Bishops Hull, Taunton, Somerset",Somerset,South West,England,TA4 1AF,319099,125158,Taunton Deane Borough Council,05/16/0056,,,,,,02/12/2016,,,,,,,23/02/2017,,,,,01/09/2019,,,,51.020082,-3.154791,construction,30
,7153,17/09/2020,Pivot Power,Taunton Substation ,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Taunton Substation, Upcott Road, Bishops Hull, Taunton, Somerset",Somerset,South West,England,TA4 1AF,319121,124936,Taunton Deane Borough Council,05/18/0040,,,,,,13/09/2018,,,,,,,26/11/2018,,,,,,,,,51.018089,-3.154427,planning,49
,7155,02/01/2019,�rsted,Land at Carnegie Road,Battery,Stand-alone Storage,,20.00,,,,,,,,,Operational,Operational,"Carnegie Road, Liverpool, Merseyside",Merseyside,North West,England,L13 7HY,338448,391860,Liverpool City Council,16F/2680,,,,,,01/11/2016,,,,,,,15/12/2016,,,,,24/10/2018,24/12/2018,,,53.419931,-2.927637,operation,20
,7159,24/06/2020,Energy Consents And Deployment Unit,Greenburn Wind Park,Battery,Co-located with RE,7865,10.00,,,,,,,,,Planning Application Submitted,Application Submitted,"Land Adj Former Opencast, Greenburn Wind Park, New Cumnock, Cumnock, Strathclyde",Strathclyde,Scotland,Scotland,KA18,256423,614614,Scottish Government (S36),ECU00002037,,,,,,27/03/2020,,,,,,,,,,,,,,,,55.404377,-4.269049,planning,10
,7161,17/09/2020,Pivot Power,Braintree Road Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Electricity Sub Station, Braintree Road, 209m From Hoppit House Braintr, 65m From Unnamed Road Cressing, Braintree, Essex",Essex,Eastern,England,CM77 8DJ,577617,221615,Braintree District Council,18/01927/FUL,,,,,,25/10/2018,,,,,,,16/01/2019,,,,16/01/2022,,,,,51.864838,0.578226,planning,49
,7165,24/07/2020,Capbal,Drumfad Wood,Battery,Stand-alone Storage,,29.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land North East Of Blackhill, Luss Road, Argyll And Bute, Helensburgh, Strathclyde",Argyll and Bute,Scotland,Scotland,G84 9EE,231381,684279,Argyll and Bute Council,18/01749/PPP,,,,,,22/10/2018,,,,,,,10/12/2018,,,,,,,,,56.021664,-4.707013,planning,29
,8518,28/02/2022,Renewable Connections Developments Limited,Vicarage Drove - Solar farm & Battery storage,Battery,Co-located with RE,8517,20.50,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land at Vicarage Drove, Bicker, Boston",Lincolnshire,East Midlands,England,PE20 3BF,519567,338547,Boston Borough Council,B/21/0443,,,,,,05/10/2021,,,,,,,17/02/2022,,,,,,,,,52.931022,-0.222608,planning,20
,7172,14/11/2019,UK Battery Storage,Osbaldwick Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Os Field 5070, Hull Road, Dunnington, York, North Yorkshire",North Yorkshire,Yorkshire and Humber,England,YO19 5L,464442,451746,York City Council,18/02659/OUT,,,,,,21/11/2018,,,,,,,22/02/2019,,,,22/02/2022,,,,,53.957798,-1.019392,planning,49
,7577,08/03/2022,UK Battery Storage,Bradford West Substation (Harrop Edge Farm Resubmission),Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,Land At Grid Ref 409233 434810 Old Allen Road Wilsden Bradford ,West Yorkshire,Yorkshire and Humber,England,BD15 9AG,409233,434810,Bradford Metropolitan District Council, 18/03894/OUT,,,,,,19/09/2018,,,,,,,18/03/2019,,,,18/03/2022,01/03/2022,,,,53.8095,-1.86127,planning,49
,7177,03/01/2019,Low Carbon Storage Investment Company/ VLC,Cleator,Battery,Stand-alone Storage,,10.00,,,,,,,,,Operational,Operational,"Cleator, Cumbria",Cumbria,North West,England,CA22 2TA,301067,513081,Copeland Borough Council,,,,,,,,,,,,,,,,,,,08/08/2017,08/01/2018,,,54.503359,-3.529301,operation,10
,7182,03/08/2020,Ecotricity,"Old Green Farm, Alveston Battery Storage",Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,Agricultural Field Circa 600M South Of Earthcott Green And Circa 297M East Of The B4427,Gloucestershire,South West,England,BS35 3TD,364952,184630,South Gloucestershire Council,PT17/1992/RVC,,,,,,27/04/2017,,,,,,,17/11/2017,,,,17/11/2022,,,,,51.559454,-2.506961,planning,10
,7183,03/08/2020,Ecotricity,"Leechpool Farm, Norrington Battery Storage",Battery,Stand-alone Storage,,13.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Leechpool Farm, Norrington Lane, Broughton Gifford, Melksham",Wiltshire,South West,England,SN12 8LS,388544,164667,Wiltshire Council,18/04039/FUL,,,,,,10/05/2018,,,,,,,24/08/2018,,,,24/08/2021,,,,,51.380935,-2.165996,planning,13
,7184,21/08/2020,Statera Energy,Minety South Battery Storage,Battery,Stand-alone Storage,,50.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,Land South of Minety Substation Minety,Wiltshire,South West,England,SN16 9RP�,400916,189181,Wiltshire Council,17/03941/FUL,,,,,,05/05/2017,,,,,,,19/07/2017,,,,19/07/2020,,,,,51.601469,-1.98817,planning,50
,7185,21/08/2020,Statera Energy,West Didsbury Battery Storage,Battery,Stand-alone Storage,,50.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Sawfield Nurseries Fairy Lane, Sale",Greater Manchester,North West,England,M33 2JU,381429,391372,Trafford Council,92459/FUL/17,,,,,,25/09/2017,,,,,,,20/12/2017,,,,20/12/2020,,,,,53.418818,-2.280893,planning,50
,7208,16/04/2020,Engie Developments Ireland,Classic Marble Showers Site,Battery,Stand-alone Storage,,48.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"South of Classic Marble (Showe, 31 Garvaghy Bridge Road, Garvaghy, Dungannon, Co Tyrone",Co. Fermanagh,Northern Ireland,Northern Ireland,BT70 2EW,68914,522080,Fermanagh and Omagh,LA10/2018/1589/F,,,,,,18/12/2018,,,,,,,03/09/2019,,,,01/09/2024,,,,,54.485653,-7.114167,planning,48
,7226,22/08/2019,Shires Hamilton ,Blackpark Farm ,Battery,Stand-alone Storage,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Black Park Farm, Nairn, Highlands",Highland,Scotland,Scotland,IV12 5HY,289712,814915,Highland Council,19/00702/FUL,,,,,,28/02/2019,,,,,,,17/05/2019,,,,17/05/2022,,,,,57.211675,-3.827596,planning,20
,7230,22/01/2020,Immersa,Land North of Actrees Solar Farm,Battery,Co-located with RE,5425,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Actrees Solar Farm, Heathfield, Alkington, Berkeley, Gloucestershire",Gloucestershire,South West,England,GL13 9PP,370951,198185,Stroud District Council,S.19/0372/FUL,,,,,,07/03/2019,,,,,,,10/10/2019,,,,10/10/2022,,,,,51.681669,-2.421556,planning,49
,7272,17/09/2020,Aura Power / Pivot Power,Burwell Main Sub-Station,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land adj to Burwell 400kV Subs, Weirs Drove, Burwell, Cambridge, ",Cambridgeshire,Eastern,England,CB25 0BP,557976,267089,East Cambridgeshire District Council,19/00155/FUL,,,,,,24/01/2019,,,,,,,29/04/2019,,,,29/04/2022,,,,,52.279248,0.314266,planning,49
,7283,17/09/2020,Pivot Power,Sundon Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Sundon 400KV Substation, Waterend Lane, Chalton,",Bedfordshire,Eastern,England,LU4 9UL,503325,226795,Central Bedfordshire Council,CB/19/00200/FULL,,,,,,23/01/2019,,,,,,,30/04/2019,,,,30/04/2022,,,,,51.930088,-0.498665,planning,49
,7306,22/12/2021,EDF Energy,Stranoch 2,Battery,Co-located with RE,6600,20.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"New Luce, Newton Stewart",Dumfries and Galloway,Scotland,Scotland,,215493,571022,Scottish Government (S36),ECU00000710,,,,,,18/10/2018,,,,,,,24/11/2021,,,,,,,,,54.999476,-4.886167,planning,20
,7332,02/01/2020,Gridserve,Boscar Grange Farm,Battery,Co-located with RE,5482,27.00,,,,,,,,,Operational,Operational,"Boscar Grange Farm, Thirsk Road, Easingwold, York, North Yorkshire",North Yorkshire,Yorkshire and Humber,England,YO61 3NQ,450521,472345,Hambleton District Council,18/02314/NMC,,,,,,29/10/2018,,,,,,,29/11/2018,,,,,23/05/2019,18/12/2019,,,54.14446,-1.228101,operation,27
,7333,16/01/2021,EDF Renewables,Troston Loch Wind Farm,Battery,Co-located with RE,6432,20.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Troston Loch Wind Farm, New Abbey, West Of Moniaive, Dumfries, Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,DG2 8EF,268466,590107,Scottish Government (S36),ECU00001785,,,,,,21/02/2019,,,,,,,18/12/2020,,,,18/12/2023,,,,,55.187688,-4.06752,planning,20
,8358,14/03/2022,Low Carbon Storage,"Park Farm, Herongate Solar Photovoltaic PV Farm",Battery,Co-located with RE,8357,49.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Park Farm, Dunton Road, Brentwood",Essex,Eastern,England,CM13 3SG,564727,190583,Brentwood Borough Council,21/00834/FUL,,,,,,07/05/2021,,,,,,,23/12/2021,,,,,,,,,51.590019,0.376529,planning,49
,7360,31/01/2020,Northern Powergrid,Creyke Beck Substation,Battery,Stand-alone Storage,,49.50,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Creyke Beck Substation 4875, Park Lane, Cottingham, Humberside",Humberside,Yorkshire and Humber,England,HU16 5SB,504356,435160,East Riding of Yorkshire Council,19/01449/STPLF,,,,,,23/05/2019,,,,,,,14/11/2019,,,,14/11/2022,,,,,53.802281,-0.416949,planning,49
,7368,17/09/2020,Pivot Power,Kemsley Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Under Construction,Under Construction,"Land To The South Of Kemsley S, Ypres Drive, Kemsley, Sittingbourne, Kent",Kent,South East,England,ME10 2,591008,166650,Swale Borough Council,19/502514/FULL,,,,,,24/05/2019,,,,,,,19/07/2019,,,,19/07/2022,15/11/2019,,,,51.366785,0.742542,construction,49
,7380,22/01/2020,Immersa,Snarlton Farm,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land at Snarlton Farm, Praters Lane Bridleway, Melksham, Wiltshire",Wiltshire,South West,England,SN12 7QP,393100,164313,Wiltshire Council,19/02437/FUL,,,,,,22/03/2019,,,,,,,16/05/2019,,,,16/05/2022,,,,,51.377826,-2.100525,planning,49
,7383,13/12/2021,Trenport Investments,Plot 2B EurolinkV,Battery,Stand-alone Storage,,20.00,No,,,,,,,,Under Construction,Under Construction,"Plot 2B Eurolink V, Sittingbourne, Land orth of Swale Way, Sittingbourne",Kent,South East,England,ME9 9AR,592954,164443,Swale Borough Council,19/502257/FULL,,,,,,03/05/2019,,,,,,,25/10/2019,,,,25/10/2022,01/10/2021,,,,51.346306,0.769266,construction,20
,7385,04/06/2020,Low Carbon UK Solar Investment Company,Aurora Solar Farm,Battery,Co-located with RE,7384,18.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Twelve Acre Farm, Chilbridge Road, Eynsham, Witney, Oxfordshire",Oxfordshire,South East,England,OX29 4BH,441242,209314,West Oxfordshire District Council,19/02516/FUL,,,,,,24/09/2019,,,,,,,23/03/2020,,,,23/03/2023,,,,,51.780977,-1.403578,planning,18
,7395,25/06/2020,ScottishPower Renewables,Harestanes Windfarm,Battery,Co-located with RE,4119,100.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Harestanes Windfarm, Forest Of Ae, Northwest Of Ae Village, Moffat, Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,DG10,300958,597760,Scottish Government (S36),ECU00001870,,,,,,20/06/2019,,,,,,,20/12/2019,,,,20/12/2022,,,,,55.264014,-3.560109,planning,100
,7403,28/06/2019,Shawton Engineering,Carnegie Road (Phase 2),Battery,Stand-alone Storage,,40.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Carnegie Road, Liverpool, Merseyside",Merseyside,North West,England,L13 7HY,338451,391858,Liverpool City Council,19F/0626,,,,,,11/03/2019,,,,,,,01/05/2019,,,,01/05/2022,,,,,53.419914,-2.927592,planning,40
,7404,23/01/2020,Londonwide Properties,Trevol Business Park,Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land At, Trevol Business Park, Torpoint, Cornwall",Cornwall,South West,England,PL11 2TB,241778,55300,Cornwall Council,PA19/03228,,,,,,12/04/2019,,,,,,,02/09/2019,,,,02/09/2022,,,,,50.376261,-4.226543,planning,10
,7460,02/07/2019,Douglas West Extension / 3R Energy Solutions,Douglas West Wind Farm (extension),Battery,Co-located with RE,6826,20.00,,,,,,,,,Planning Application Submitted,Application Submitted,"Douglas West and Dalquhandy, F, Lesmahagow, Site West of Junction 11 of M7, Lanark, Strathclyde",Strathclyde,Scotland,Scotland,ML11 0NN,280968,634257,Scottish Government (S36),ECU00001836,,,,,,12/04/2019,,,,,,,,,,,,,,,,55.587358,-3.890104,planning,20
,7462,17/09/2020,Pivot Power,Harker Grid Sub Station,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land to the west of Harker Grid Sub Station, Low Harker, Harker, Carlisle",Cumbria,North West,England,CA6 4DQ,338345,561274,Carlisle City Council,19/0371,,,,,,08/05/2019,,,,,,,10/07/2019,,,,10/07/2022,,,,,54.942299,-2.96397,planning,49
,7464,03/07/2019,Anesco,Lascar Works ,Battery,Stand-alone Storage,,20.00,,,,,,,,,Operational,Operational,"Lascar Works, Tanpits Road, Bury, BL9 5BY",Lancashire,North West,England,BL9 5BY,380570,411256,Bury Metropolitan Borough Council,62215,,,,,,30/11/2017,,,,,,,,,,,,26/03/2019,26/06/2019,,,53.59751,-2.295057,operation,20
,7479,17/09/2020,Pivot Power,Bramford Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land Adjacent To, Bullen Lane, Bramford, Ipswich, Suffolk",Suffolk,Eastern,England,IP8 4JH,610154,246043,Mid Suffolk District Council,DC/19/03008,,,,,,25/06/2019,,,,,,,23/09/2019,,,,23/09/2022,,,,,52.072856,1.065047,planning,49
,7510,29/04/2020,Harmony Energy Storage,Salisbury Substation,Battery,Stand-alone Storage,,49.50,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land Adjacent To, Salisbury Substation, Wilton, Salisbury, Wiltshire",Wiltshire,South West,England,SP2 0BL,410452,131423,Wiltshire Council,19/05443/FUL,,,,,,05/08/2019,,,,,,,05/03/2020,,,,05/03/2023,,,,,51.082033,-1.852165,planning,49
,7518,12/08/2020,EDF Energy Renewables,Lackenby (Resubmission),Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land at, Crow Lane, Old Lackenby, Middlesbrough, Cleveland",Cleveland,North East,England,TS6 8DN,456654,519399,Redcar and Cleveland Borough Council,R/2019/0433/FF,,,,,,25/07/2019,,,,,,,24/10/2019,,,,24/10/2022,,,,,54.566653,-1.125293,planning,49
